sample_id,data_source,challenge_name,vulnerability_type,cwe,severity,description,endpoint,parameter,http_method,source_code,evidence,patch,validation_test,regression_result
juiceshop_0044,,Login Admin,SQL_Injection,CWE-89,Medium,Log in with the administrator's user account.,/rest/user/login,email,POST,"export function login () {
  function afterLogin (user: User, res: Response, next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.id } })
      .then(([basket]: [BasketModel, boolean]) => {
        const authenticatedUser = { data: user, bid: basket.id } // keep track of original basket
        const token = security.authorize(authenticatedUser)
        security.authenticatedUsers.put(token, authenticatedUser)
        res.json({ authentication: { token, bid: basket.id, umail: user.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request, res: Response, next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = '${req.body.email || ''}' AND password = '${security.hash(req.body.password || '')}' AND deletedAt IS NULL`, { model: UserModel, plain: true })
      .then((authenticatedUser) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required',
            data: {
              tmpToken: security.authorize({
                userId: user.data.id,
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user.data, res, next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }","Vulnerable code located at line(s) [15]. Security Root Cause & Remediation: Using the built-in binding (or replacement) mechanism of Sequelize is equivalent to creating a Prepared Statement. This prevents tampering with the query syntax through malicious user input as it is ""set in stone"" before the criteria parameter is inserted.","export function login () {
  function afterLogin (user: User, res: Response, next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.id } })
      .then(([basket]: [BasketModel, boolean]) => {
        const authenticatedUser = { data: user, bid: basket.id } // keep track of original basket
        const token = security.authorize(authenticatedUser)
        security.authenticatedUsers.put(token, authenticatedUser)
        res.json({ authentication: { token, bid: basket.id, umail: user.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request, res: Response, next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = $1 AND password = $2 AND deletedAt IS NULL`,
      { bind: [ req.body.email, security.hash(req.body.password) ], model: models.User, plain: true })
      .then((authenticatedUser) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required',
            data: {
              tmpToken: security.authorize({
                userId: user.data.id,
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user.data, res, next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }",curl -s -X POST 'http://localhost:3000/rest/user/login?email='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0045,,Login Amy,Sensitive_Data_Exposure,CWE-200,Medium,"Log in with Amy's original user credentials. (This could take 93.83 billion trillion trillion centuries to brute force, but luckily she did not read the ""One Important Final Note"")",unknown,unknown,unknown,not_available,Juice Shop challenge [Login Amy] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,not_available,not_tested
juiceshop_0046,,Login Bender,SQL_Injection,CWE-89,Medium,Log in with Bender's user account.,/rest/user/login,email,POST,"export function login () {
  function afterLogin (user: User, res: Response, next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.id } })
      .then(([basket]: [BasketModel, boolean]) => {
        const authenticatedUser = { data: user, bid: basket.id } // keep track of original basket
        const token = security.authorize(authenticatedUser)
        security.authenticatedUsers.put(token, authenticatedUser)
        res.json({ authentication: { token, bid: basket.id, umail: user.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request, res: Response, next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = '${req.body.email || ''}' AND password = '${security.hash(req.body.password || '')}' AND deletedAt IS NULL`, { model: UserModel, plain: true })
      .then((authenticatedUser) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required',
            data: {
              tmpToken: security.authorize({
                userId: user.data.id,
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user.data, res, next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }","Vulnerable code located at line(s) [15]. Security Root Cause & Remediation: Using the built-in binding (or replacement) mechanism of Sequelize is equivalent to creating a Prepared Statement. This prevents tampering with the query syntax through malicious user input as it is ""set in stone"" before the criteria parameter is inserted.","export function login () {
  function afterLogin (user: User, res: Response, next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.id } })
      .then(([basket]: [BasketModel, boolean]) => {
        const authenticatedUser = { data: user, bid: basket.id } // keep track of original basket
        const token = security.authorize(authenticatedUser)
        security.authenticatedUsers.put(token, authenticatedUser)
        res.json({ authentication: { token, bid: basket.id, umail: user.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request, res: Response, next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = $mail AND password = $pass AND deletedAt IS NULL`,
      { bind: { mail: req.body.email, pass: security.hash(req.body.password) }, model: models.User, plain: true })
      .then((authenticatedUser) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required',
            data: {
              tmpToken: security.authorize({
                userId: user.data.id,
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user.data, res, next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }",curl -s -X POST 'http://localhost:3000/rest/user/login?email='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0047,,Login Bjoern,Broken_Authentication,CWE-287,High,"Log in with Bjoern's Gmail account without previously changing his password, applying SQL Injection, or hacking his Google account.",/i,unknown,unknown,not_available,Juice Shop challenge [Login Bjoern] demonstrates Broken_Authentication (CWE-287) under Broken Authentication.,not_available,curl -s -X unknown 'http://localhost:3000/i',not_tested
juiceshop_0048,,Login Jim,SQL_Injection,CWE-89,Medium,Log in with Jim's user account.,/rest/user/login,email,POST,"export function login () {
  function afterLogin (user: User, res: Response, next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.id } })
      .then(([basket]: [BasketModel, boolean]) => {
        const authenticatedUser = { data: user, bid: basket.id } // keep track of original basket
        const token = security.authorize(authenticatedUser)
        security.authenticatedUsers.put(token, authenticatedUser)
        res.json({ authentication: { token, bid: basket.id, umail: user.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request, res: Response, next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = '${req.body.email || ''}' AND password = '${security.hash(req.body.password || '')}' AND deletedAt IS NULL`, { model: UserModel, plain: true })
      .then((authenticatedUser) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required',
            data: {
              tmpToken: security.authorize({
                userId: user.data.id,
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user.data, res, next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }","Vulnerable code located at line(s) [15]. Security Root Cause & Remediation: Using the built-in binding (or replacement) mechanism of Sequelize is equivalent to creating a Prepared Statement. This prevents tampering with the query syntax through malicious user input as it is ""set in stone"" before the criteria parameter is inserted.","export function login () {
  function afterLogin (user: User, res: Response, next: NextFunction) {
    BasketModel.findOrCreate({ where: { UserId: user.id } })
      .then(([basket]: [BasketModel, boolean]) => {
        const authenticatedUser = { data: user, bid: basket.id } // keep track of original basket
        const token = security.authorize(authenticatedUser)
        security.authenticatedUsers.put(token, authenticatedUser)
        res.json({ authentication: { token, bid: basket.id, umail: user.email } })
      }).catch((error: Error) => {
        next(error)
      })
  }

  return (req: Request, res: Response, next: NextFunction) => {
    models.sequelize.query(`SELECT * FROM Users WHERE email = $1 AND password = $2 AND deletedAt IS NULL`,
      { bind: [ req.body.email, security.hash(req.body.password) ], model: models.User, plain: true })
      .then((authenticatedUser) => {
        const user = utils.queryResultToJson(authenticatedUser)
        if (user.data?.id && user.data.totpSecret !== '') {
          res.status(401).json({
            status: 'totp_token_required',
            data: {
              tmpToken: security.authorize({
                userId: user.data.id,
                type: 'password_valid_needs_second_factor_token'
              })
            }
          })
        } else if (user.data?.id) {
          afterLogin(user.data, res, next)
        } else {
          res.status(401).send(res.__('Invalid email or password.'))
        }
      }).catch((error: Error) => {
        next(error)
      })
  }",curl -s -X POST 'http://localhost:3000/rest/user/login?email='''%20OR%201=1--' | grep -v 'error' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0049,,Login MC SafeSearch,Sensitive_Data_Exposure,CWE-200,Low,Log in with MC SafeSearch's original user credentials without applying SQL Injection or any other bypass.,unknown,unknown,unknown,not_available,Juice Shop challenge [Login MC SafeSearch] demonstrates Sensitive_Data_Exposure (CWE-200) under Sensitive Data Exposure.,not_available,not_available,not_tested
juiceshop_0050,,Login Support Team,Security_Misconfiguration,CWE-16,Critical,Log in with the support team's original user credentials without applying SQL Injection or any other bypass.,unknown,unknown,unknown,not_available,Juice Shop challenge [Login Support Team] demonstrates Security_Misconfiguration (CWE-16) under Security Misconfiguration.,not_available,not_available,not_tested
juiceshop_0051,,Manipulate Basket,Broken_Access_Control,CWE-285,Medium,Put an additional product into another user's shopping basket.,unknown,unknown,unknown,not_available,Juice Shop challenge [Manipulate Basket] demonstrates Broken_Access_Control (CWE-285) under Broken Access Control.,not_available,not_available,not_tested
juiceshop_0052,,Misplaced Signature File,Observability_Failures,CWE-778,High,Access a misplaced SIEM signature file.,/ftp/suspicious_orders.doc,not_available,GET,not_available,Juice Shop challenge [Misplaced Signature File] demonstrates Observability_Failures (CWE-778) under Observability Failures.,not_available,curl -s -X GET 'http://localhost:3000/ftp/suspicious_orders.doc',not_tested
juiceshop_0053,,Multiple Likes,Broken_Anti_Automation,CWE-799,Critical,Like any review at least three times as the same user.,unknown,unknown,unknown,not_available,Juice Shop challenge [Multiple Likes] demonstrates Broken_Anti_Automation (CWE-799) under Broken Anti Automation.,not_available,not_available,not_tested
juiceshop_0054,,Nested Easter Egg,Cryptographic_Issues,CWE-327,High,Apply some advanced cryptanalysis to find the real easter egg.,/the/devs/are/so/funny/they/forgot/about/this/easter/egg,not_available,GET,not_available,Juice Shop challenge [Nested Easter Egg] demonstrates Cryptographic_Issues (CWE-327) under Cryptographic Issues.,not_available,curl -s -X GET 'http://localhost:3000/the/devs/are/so/funny/they/forgot/about/this/easter/egg',not_tested
juiceshop_0055,,NoSQL DoS,NoSQL_Injection,CWE-943,High,Let the server sleep for some time. (It has done more than enough hard work for you) (This challenge is potentially harmful on Docker!),/strong,unknown,unknown,not_available,Juice Shop challenge [NoSQL DoS] demonstrates NoSQL_Injection (CWE-943) under Injection.,not_available,curl -s -X unknown 'http://localhost:3000/strong',not_tested
juiceshop_0056,,NoSQL Exfiltration,NoSQL_Injection,CWE-943,Critical,All your orders are belong to us! Even the ones which don't. (This challenge is potentially harmful on Docker!),/rest/track-order/:id,id,GET,not_available,Juice Shop challenge [NoSQL Exfiltration] demonstrates NoSQL_Injection (CWE-943) under Injection.,not_available,curl -s -X GET 'http://localhost:3000/rest/track-order/:id',not_tested
juiceshop_0057,,NoSQL Manipulation,NoSQL_Injection,CWE-943,High,Update multiple product reviews at the same time.,/rest/products/reviews,id,PATCH,"export function updateProductReviews () {
  return (req: Request, res: Response, next: NextFunction) => {
    const user = security.authenticatedUsers.from(req)
    db.reviewsCollection.update(
      { _id: req.body.id },
      { $set: { message: req.body.message } },
      { multi: true }
    ).then(
      (result: { modified: number, original: Array<{ author: any }> }) => {
        res.json(result)
      }, (err: unknown) => {
        res.status(500).json(err)
      })
  }
}","Vulnerable code located at line(s) [5, 7]. Security Root Cause & Remediation: Removing the option to update multiple documents at once combined with only allowing plain strings in the ID parameter is the right call. This will prevent any attacker from injecting their own JSON payload to manipulate the query in their favor.","export function updateProductReviews () {
  return (req: Request, res: Response, next: NextFunction) => {
    const user = security.authenticatedUsers.from(req)

    if (typeof req.body.id !== 'string') {
      res.status(400).send()
      return
    }

    db.reviewsCollection.update(
      { _id: req.body.id },
      { $set: { message: req.body.message } }
    ).then(
      (result: { modified: number, original: Array<{ author: any }> }) => {
        res.json(result)
      }, (err: unknown) => {
        res.status(500).json(err)
      })
  }
}",curl -s -X PATCH 'http://localhost:3000/rest/products/reviews',not_tested
juiceshop_0058,,Outdated Allowlist,Unvalidated_Redirects,CWE-601,Low,Let us redirect you to one of our crypto currency addresses which are not promoted any longer.,/redirect,to,GET,"export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop',
  'https://blockchain.info/address/1AbKfgvw9psQ41NbLi8kufDQTezwG8DRZm',
  'https://explorer.dash.org/address/Xr556RzuwX6hg5EGpkybbv5RanJoZN17kW',
  'https://etherscan.io/address/0x0f933ab9fcaaa782d0279c300d73750e1311eae6',
  'http://shop.spreadshirt.com/juiceshop',
  'http://shop.spreadshirt.de/juiceshop',
  'https://www.stickeryou.com/products/owasp-juice-shop/794',
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url.includes(allowedUrl)
  }
  return allowed
}","Vulnerable code located at line(s) [3, 4, 5]. Security Root Cause & Remediation: When cleaning up any allow list of deprecated entries, it is crucial to be thorough and re-check the list regularly. Otherwise allow lists tend to become weaker over time.","export const redirectAllowlist = new Set([
  'https://github.com/juice-shop/juice-shop',
  'http://shop.spreadshirt.com/juiceshop',
  'http://shop.spreadshirt.de/juiceshop',
  'https://www.stickeryou.com/products/owasp-juice-shop/794',
  'http://leanpub.com/juice-shop'
])

export const isRedirectAllowed = (url: string) => {
  let allowed = false
  for (const allowedUrl of redirectAllowlist) {
    allowed = allowed || url.includes(allowedUrl)
  }
  return allowed
}",curl -s -X GET 'http://localhost:3000/redirect',not_tested
juiceshop_0059,,Password Strength,Broken_Authentication,CWE-287,Medium,Log in with the administrator's user credentials without previously changing them or applying SQL Injection.,/rest/user/login,password,POST,"User.init(
      password: {
        type: DataTypes.STRING,
        set (clearTextPassword: string) {
          this.setDataValue('password', security.hash(clearTextPassword))
        }
      },","Vulnerable code located at line(s) [5]. Security Root Cause & Remediation: According to NIST-800-63B, passwords (Memorized Secrets) should have at least eight characters to prevent 'online attacks'. Furthermore, NIST-800-63B requires that passwords don't appear in common dictionaries. If you want to have more fun with secrets, check out OWASP Wrong Secrets at https://www.wrongsecrets.com, specially challenge 16 and 23.","User.init(
      password: {
        type: DataTypes.STRING,
        set (clearTextPassword: string) {
          validatePasswordHasAtLeastTenChar(clearTextPassword)
          validatePasswordIsNotInTopOneMillionCommonPasswordsList(clearTextPassword)
          this.setDataValue('password', security.hash(clearTextPassword))
        }
      },",curl -s -X POST 'http://localhost:3000/rest/user/login',not_tested
juiceshop_0060,,Payback Time,Improper_Input_Validation,CWE-20,Medium,Place an order that makes you rich.,unknown,unknown,unknown,not_available,Juice Shop challenge [Payback Time] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0061,,Premium Paywall,Cryptographic_Issues,CWE-327,Critical,💎💎💎💎💎 ₿ Unlock Premium Challenge to access exclusive content.,/KRTPQPidTuJ7FR,unknown,unknown,not_available,Juice Shop challenge [Premium Paywall] demonstrates Cryptographic_Issues (CWE-327) under Cryptographic Issues.,not_available,curl -s -X unknown 'http://localhost:3000/KRTPQPidTuJ7FR',not_tested
juiceshop_0062,,Privacy Policy,Miscellaneous_Security_Flaw,CWE-699,Low,Read our privacy policy.,/#/privacy-security/privacy-policy,not_available,GET,not_available,Juice Shop challenge [Privacy Policy] demonstrates Miscellaneous_Security_Flaw (CWE-699) under Miscellaneous.,not_available,curl -s -X GET 'http://localhost:3000/#/privacy-security/privacy-policy',not_tested
juiceshop_0063,,Privacy Policy Inspection,Security_through_Obscurity,CWE-656,Medium,Prove that you actually read our privacy policy.,/rest/user/privacy-security/privacy-policy,not_available,GET,not_available,Juice Shop challenge [Privacy Policy Inspection] demonstrates Security_through_Obscurity (CWE-656) under Security through Obscurity.,not_available,curl -s -X GET 'http://localhost:3000/rest/user/privacy-security/privacy-policy',not_tested
juiceshop_0064,,Product Tampering,Broken_Access_Control,CWE-285,Medium,Change the href of the link within the OWASP SSL Advanced Forensic Tool (O-Saft) product description into https://owasp.slack.com.,/api/Products/1,description,PUT,"/** Authorization **/
  /* Baskets: Unauthorized users are not allowed to access baskets */
  app.use('/rest/basket', security.isAuthorized(), security.appendUserId())
  /* BasketItems: API only accessible for authenticated users */
  app.use('/api/BasketItems', security.isAuthorized())
  app.use('/api/BasketItems/:id', security.isAuthorized())
  /* Feedbacks: GET allowed for feedback carousel, POST allowed in order to provide feedback without being logged in */
  app.use('/api/Feedbacks/:id', security.isAuthorized())
  /* Users: Only POST is allowed in order to register a new user */
  app.get('/api/Users', security.isAuthorized())
  app.route('/api/Users/:id')
    .get(security.isAuthorized())
    .put(security.denyAll())
    .delete(security.denyAll())
  /* Products: Only GET is allowed in order to view products */
  app.post('/api/Products', security.isAuthorized())
  // app.put('/api/Products/:id', security.isAuthorized())
  app.delete('/api/Products/:id', security.denyAll())
  /* Challenges: GET list of challenges allowed. Everything else forbidden entirely */
  app.post('/api/Challenges', security.denyAll())
  app.use('/api/Challenges/:id', security.denyAll())
  /* Hints: GET and PUT hints allowed. Everything else forbidden */
  app.post('/api/Hints', security.denyAll())
  app.route('/api/Hints/:id')
    .get(security.denyAll())
    .delete(security.denyAll())
  /* Complaints: POST and GET allowed when logged in only */
  app.get('/api/Complaints', security.isAuthorized())
  app.post('/api/Complaints', security.isAuthorized())
  app.use('/api/Complaints/:id', security.denyAll())
  /* Recycles: POST and GET allowed when logged in only */
  app.get('/api/Recycles', recycles.blockRecycleItems())
  app.post('/api/Recycles', security.isAuthorized())
  /* Challenge evaluation before finale takes over */
  app.get('/api/Recycles/:id', recycles.getRecycleItem())
  app.put('/api/Recycles/:id', security.denyAll())
  app.delete('/api/Recycles/:id', security.denyAll())
  /* SecurityQuestions: Only GET list of questions allowed. */
  app.post('/api/SecurityQuestions', security.denyAll())
  app.use('/api/SecurityQuestions/:id', security.denyAll())
  /* SecurityAnswers: Only POST of answer allowed. */
  app.get('/api/SecurityAnswers', security.denyAll())
  app.use('/api/SecurityAnswers/:id', security.denyAll())
  /* REST API */
  app.use('/rest/user/authentication-details', security.isAuthorized())
  app.use('/rest/basket/:id', security.isAuthorized())
  app.use('/rest/basket/:id/order', security.isAuthorized())
  app.post('/api/Users', verify.emptyUserRegistration())
  /* Unauthorized users are not allowed to access B2B API */
  app.use('/b2b/v2', security.isAuthorized())
  /* Check if the quantity is available in stock and limit per user not exceeded, then add item to basket */
  app.put('/api/BasketItems/:id', security.appendUserId(), utils.asyncHandler(basketItems.quantityCheckBeforeBasketItemUpdate()))
  app.post('/api/BasketItems', security.appendUserId(), utils.asyncHandler(basketItems.quantityCheckBeforeBasketItemAddition()), utils.asyncHandler(basketItems.addBasketItem()))
  /* Accounting users are allowed to check and update quantities */
  app.delete('/api/Quantitys/:id', security.denyAll())
  app.post('/api/Quantitys', security.denyAll())
  app.use('/api/Quantitys/:id', security.isAccounting(), IpFilter(['123.456.789'], { mode: 'allow' }))
  /* Feedbacks: Do not allow changes of existing feedback */
  app.put('/api/Feedbacks/:id', security.denyAll())
  /* PrivacyRequests: Only allowed for authenticated users */
  app.use('/api/PrivacyRequests', security.isAuthorized())
  app.use('/api/PrivacyRequests/:id', security.isAuthorized())
  /* PaymentMethodRequests: Only allowed for authenticated users */
  app.post('/api/Cards', security.appendUserId())
  app.get('/api/Cards', security.appendUserId(), utils.asyncHandler(payment.getPaymentMethods()))
  app.put('/api/Cards/:id', security.denyAll())
  app.delete('/api/Cards/:id', security.appendUserId(), utils.asyncHandler(payment.delPaymentMethodById()))
  app.get('/api/Cards/:id', security.appendUserId(), utils.asyncHandler(payment.getPaymentMethodById()))
  /* PrivacyRequests: Only POST allowed for authenticated users */
  app.post('/api/PrivacyRequests', security.isAuthorized())
  app.get('/api/PrivacyRequests', security.denyAll())
  app.use('/api/PrivacyRequests/:id', security.denyAll())

  app.post('/api/Addresss', security.appendUserId())
  app.get('/api/Addresss', security.appendUserId(), utils.asyncHandler(address.getAddress()))
  app.put('/api/Addresss/:id', security.appendUserId())
  app.delete('/api/Addresss/:id', security.appendUserId(), utils.asyncHandler(address.delAddressById()))
  app.get('/api/Addresss/:id', security.appendUserId(), utils.asyncHandler(address.getAddressById()))
  app.get('/api/Deliverys', utils.asyncHandler(delivery.getDeliveryMethods()))
  app.get('/api/Deliverys/:id', utils.asyncHandler(delivery.getDeliveryMethod()))",Vulnerable code located at line(s) [17]. Security Root Cause & Remediation: Disabling all HTTP verbs other than GET for the products API is indeed the only safe way to implement secure access control. Shop administrators should not use the customer facing web UI to manage the store's inventory anyway.,"/** Authorization **/
  /* Baskets: Unauthorized users are not allowed to access baskets */
  app.use('/rest/basket', security.isAuthorized(), security.appendUserId())
  /* BasketItems: API only accessible for authenticated users */
  app.use('/api/BasketItems', security.isAuthorized())
  app.use('/api/BasketItems/:id', security.isAuthorized())
  /* Feedbacks: GET allowed for feedback carousel, POST allowed in order to provide feedback without being logged in */
  app.use('/api/Feedbacks/:id', security.isAuthorized())
  /* Users: Only POST is allowed in order to register a new user */
  app.get('/api/Users', security.isAuthorized())
  app.route('/api/Users/:id')
    .get(security.isAuthorized())
    .put(security.denyAll())
    .delete(security.denyAll())
  /* Products: Only GET is allowed in order to view products */
  app.post('/api/Products', security.denyAll())
  app.put('/api/Products/:id', security.denyAll())
  app.delete('/api/Products/:id', security.denyAll())
  /* Challenges: GET list of challenges allowed. Everything else forbidden entirely */
  app.post('/api/Challenges', security.denyAll())
  app.use('/api/Challenges/:id', security.denyAll())
  /* Hints: GET and PUT hints allowed. Everything else forbidden */
  app.post('/api/Hints', security.denyAll())
  app.route('/api/Hints/:id')
    .get(security.denyAll())
    .delete(security.denyAll())
  /* Complaints: POST and GET allowed when logged in only */
  app.get('/api/Complaints', security.isAuthorized())
  app.post('/api/Complaints', security.isAuthorized())
  app.use('/api/Complaints/:id', security.denyAll())
  /* Recycles: POST and GET allowed when logged in only */
  app.get('/api/Recycles', recycles.blockRecycleItems())
  app.post('/api/Recycles', security.isAuthorized())
  /* Challenge evaluation before finale takes over */
  app.get('/api/Recycles/:id', recycles.getRecycleItem())
  app.put('/api/Recycles/:id', security.denyAll())
  app.delete('/api/Recycles/:id', security.denyAll())
  /* SecurityQuestions: Only GET list of questions allowed. */
  app.post('/api/SecurityQuestions', security.denyAll())
  app.use('/api/SecurityQuestions/:id', security.denyAll())
  /* SecurityAnswers: Only POST of answer allowed. */
  app.get('/api/SecurityAnswers', security.denyAll())
  app.use('/api/SecurityAnswers/:id', security.denyAll())
  /* REST API */
  app.use('/rest/user/authentication-details', security.isAuthorized())
  app.use('/rest/basket/:id', security.isAuthorized())
  app.use('/rest/basket/:id/order', security.isAuthorized())
  /* Unauthorized users are not allowed to access B2B API */
  app.use('/b2b/v2', security.isAuthorized())
  /* Check if the quantity is available in stock and limit per user not exceeded, then add item to basket */
  app.put('/api/BasketItems/:id', security.appendUserId(), utils.asyncHandler(basketItems.quantityCheckBeforeBasketItemUpdate()))
  app.post('/api/BasketItems', security.appendUserId(), utils.asyncHandler(basketItems.quantityCheckBeforeBasketItemAddition()), utils.asyncHandler(basketItems.addBasketItem()))
  /* Accounting users are allowed to check and update quantities */
  app.delete('/api/Quantitys/:id', security.denyAll())
  app.post('/api/Quantitys', security.denyAll())
  app.use('/api/Quantitys/:id', security.isAccounting(), IpFilter(['123.456.789'], { mode: 'allow' }))
  /* Feedbacks: Do not allow changes of existing feedback */
  app.put('/api/Feedbacks/:id', security.denyAll())
  /* PrivacyRequests: Only allowed for authenticated users */
  app.use('/api/PrivacyRequests', security.isAuthorized())
  app.use('/api/PrivacyRequests/:id', security.isAuthorized())
  /* PaymentMethodRequests: Only allowed for authenticated users */
  app.post('/api/Cards', security.appendUserId())
  app.get('/api/Cards', security.appendUserId(), utils.asyncHandler(payment.getPaymentMethods()))
  app.put('/api/Cards/:id', security.denyAll())
  app.delete('/api/Cards/:id', security.appendUserId(), utils.asyncHandler(payment.delPaymentMethodById()))
  app.get('/api/Cards/:id', security.appendUserId(), utils.asyncHandler(payment.getPaymentMethodById()))
  /* PrivacyRequests: Only POST allowed for authenticated users */
  app.post('/api/PrivacyRequests', security.isAuthorized())
  app.get('/api/PrivacyRequests', security.denyAll())
  app.use('/api/PrivacyRequests/:id', security.denyAll())

  app.post('/api/Addresss', security.appendUserId())
  app.get('/api/Addresss', security.appendUserId(), utils.asyncHandler(address.getAddress()))
  app.put('/api/Addresss/:id', security.appendUserId())
  app.delete('/api/Addresss/:id', security.appendUserId(), utils.asyncHandler(address.delAddressById()))
  app.get('/api/Addresss/:id', security.appendUserId(), utils.asyncHandler(address.getAddressById()))
  app.get('/api/Deliverys', utils.asyncHandler(delivery.getDeliveryMethods()))
  app.get('/api/Deliverys/:id', utils.asyncHandler(delivery.getDeliveryMethod()))",curl -s -o /dev/null -w '%{http_code}' 'http://localhost:3000/api/Products/1' | grep -q '401\|403' && echo 'Fixed' || echo 'Vulnerable',not_tested
juiceshop_0065,,Reflected XSS,Cross_Site_Scripting,CWE-79,Low,"Perform a reflected XSS attack with &lt;iframe src=""javascript:alert(`xss`)""&gt;. (This challenge is potentially harmful on Docker!)",/#/track-result,id,GET,not_available,Juice Shop challenge [Reflected XSS] demonstrates Cross_Site_Scripting (CWE-79) under XSS.,not_available,curl -s -X GET 'http://localhost:3000/#/track-result' -d 'id=<script>alert(1)</script>' | grep -q '<script>alert(1)</script>' && echo 'Vulnerable' || echo 'Fixed',not_tested
juiceshop_0066,,Repetitive Registration,Improper_Input_Validation,CWE-20,Low,Follow the DRY principle while registering a user.,unknown,unknown,unknown,not_available,Juice Shop challenge [Repetitive Registration] demonstrates Improper_Input_Validation (CWE-20) under Improper Input Validation.,not_available,not_available,not_tested
juiceshop_0067,,Reset Bender's Password,Broken_Authentication,CWE-287,High,Reset Bender's password via the Forgot Password mechanism with the original answer to his security question.,/rest/user/reset-password,answer,POST,"-
  question: 'Your eldest siblings middle name?'
-
  question: ""Mother's maiden name?""
-
  question: ""Mother's birth date? (MM/DD/YY)""
-
  question: ""Father's birth date? (MM/DD/YY)""
-
  question: ""Maternal grandmother's first name?""
-
  question: ""Paternal grandmother's first name?""
-
  question: 'Name of your favorite pet?'
-
  question: ""Last name of dentist when you were a teenager? (Do not include 'Dr.')""
-
  question: 'Your ZIP/postal code when you were a teenager?'
-
  question: 'Company you first work for as an adult?'
-
  question: 'Your favorite book?'
-
  question: 'Your favorite movie?'
-
  question: 'Number of one of your customer or ID cards?'
-
  question: ""What's your favorite place to go hiking?""","Vulnerable code located at line(s) [20]. Security Root Cause & Remediation: When answered truthfully, all security questions are susceptible to online research (on Facebook, LinkedIn etc.) and often even brute force. If at all, they should not be used as the only factor for a security-relevant function.","# Provide password reset option via a one-time link with
# short expiration span to registered email address instead
# of allowing reset on-the-fly by answering a security
# question.",curl -s -X POST 'http://localhost:3000/rest/user/reset-password',not_tested
